"scientific_name","family","gbif_rec"
"Leptodontium viticulosoides var. panamense (Lorentz) R.H.Zander","Pottiaceae","3"
"Leucaena trichodes (Jacq.) Benth.","Fabaceae","3"
"Liabum Adans.","Asteraceae","3"
"Liabum stipulatum Rusby","Asteraceae","3"
"Licania calvescens Cuatrec.","Chrysobalanaceae","3"
"Licania macrocarpa Cuatrec.","Chrysobalanaceae","3"
"Lindsaea lancea var. lancea","Lindsaeaceae","3"
"Lipocarpha humboldtiana Nees","Cyperaceae","3"
"Loasaceae","Loasaceae","3"
"Lophospermum erubescens D.Don ex Sweet","Plantaginaceae","3"
"Lozanella enantiophylla (Donn.Sm.) Killip & C.V.Morton","Cannabaceae","3"
"Ludwigia sedoides (Humb. & Bonpl.) H.Hara","Onagraceae","3"
"Lundia puberula Pittier","Bignoniaceae","3"
"Lupinus colombiensis C.P.Sm.","Fabaceae","3"
"Lycianthes acutifolia (Ruiz & Pav.) Bitter","Solanaceae","3"
"Lycianthes profunderugosa Bitter","Solanaceae","3"
"Lycopodium ecuadoricum Herter","Lycopodiaceae","3"
"Machaerium inundatum (Mart. ex Benth.) Ducke","Fabaceae","3"
"Machaerium striatum I.M.Johnst.","Fabaceae","3"
"Macrocarpaea (Griseb.) Gilg","Gentianaceae","3"
"Macrocarpaea luteynii J.R.Grant & Struwe","Gentianaceae","3"
"Macrolobium colombianum (Britton & Killip) Killip","Fabaceae","3"
"Macromitrium pseudofimbriatum Hampe","Orthotrichaceae","3"
"Macromitrium richardii Schwägr.","Orthotrichaceae","3"
"Macromitrium viticulosum (Raddi) Brid.","Orthotrichaceae","3"
"Magnolia mahechae (Lozano) Govaerts","Magnoliaceae","3"
"Malaxis excavata (Lindl.) Kuntze","Orchidaceae","3"
"Malva sylvestris L.","Malvaceae","3"
"Manettia pectinata Sprague","Rubiaceae","3"
"Manihot brachyloba Müll.Arg.","Euphorbiaceae","3"
"Mapania Aubl.","Cyperaceae","3"
"Maranta gibba Sm.","Marantaceae","3"
"Marcgravia atropunctata de Roon","Marcgraviaceae","3"
"Marcgravia brownei (Triana & Planch.) Krug & Urb.","Marcgraviaceae","3"
"Marcgraviastrum (Wittm. ex Szyszyl.) A.C.de Roon & S.Dressler","Marcgraviaceae","3"
"Marchantia L.","Marchantiaceae","3"
"Margaritopsis cephalantha (Müll.Arg.) C.M.Taylor","Rubiaceae","3"
"Margaritopsis microdon (DC.) C.M.Taylor","Rubiaceae","3"
"Marila punctata P.F.Stevens","Calophyllaceae","3"
"Maripa reticulata var. rugosa (Ducke) D.F.Austin","Convolvulaceae","3"
"Masdevallia Ruiz & Pav.","Orchidaceae","3"
"Masdevallia strumosa P.Ortiz & E.Calderón","Orchidaceae","3"
"Matayba Aubl.","Sapindaceae","3"
"Matelea Aubl.","Apocynaceae","3"
"Matisia arteagensis Cuatrec.","Malvaceae","3"
"Matisia longipes Little","Malvaceae","3"
"Maxillaria acuminata Lindl.","Orchidaceae","3"
"Maxillaria embreei Dodson","Orchidaceae","3"
"Maxillaria hennisiana Schltr.","Orchidaceae","3"
"Maxillaria meridensis Lindl.","Orchidaceae","3"
"Maxillaria virguncula Rchb.f.","Orchidaceae","3"
"Maytenus corei Lundell","Celastraceae","3"
"Maytenus laevis Reissek","Celastraceae","3"
"Megalastrum fugaceum R.C.Moran, J.Prado & Sundue","Dryopteridaceae","3"
"Megalastrum insigne R.C.Moran, J.Prado & Sundue","Dryopteridaceae","3"
"Meliosma frondosa Cuatrec. & Idrobo","Sabiaceae","3"
"Meliosma occidentalis Cuatrec.","Sabiaceae","3"
"Meriania heptamera Lozano & Alvear","Melastomataceae","3"
"Meriania hexamera Sprague","Melastomataceae","3"
"Merremia Dennst. ex Endl.","Convolvulaceae","3"
"Mesechites citrifolius (Kunth) Woodson","Apocynaceae","3"
"Metzgeriaceae","Metzgeriaceae","3"
"Miconia acuminata (Steud.) Naudin","Melastomataceae","3"
"Miconia asclepiadea Triana","Melastomataceae","3"
"Miconia clathrantha Triana","Melastomataceae","3"
"Miconia frontinoana Cogn. & Gleason","Melastomataceae","3"
"Miconia grandiflora Cogn.","Melastomataceae","3"
"Miconia impetiolaris (Sw.) D.Don ex DC.","Melastomataceae","3"
"Miconia ligustrina (Sm.) Triana","Melastomataceae","3"
"Miconia nutans Donn.Sm.","Melastomataceae","3"
"Miconia octona (Bonpl.) Judd & Majure","Melastomataceae","3"
"Miconia penicillata Gleason","Melastomataceae","3"
"Miconia piperifolia Triana","Melastomataceae","3"
"Miconia puracensis Wurdack","Melastomataceae","3"
"Miconia rufescens (Aubl.) DC.","Melastomataceae","3"
"Miconia serrulata (DC.) Naudin","Melastomataceae","3"
"Miconia splendens (Sw.) Griseb.","Melastomataceae","3"
"Miconia versicolor Naudin","Melastomataceae","3"
"Microchilus nugax Ormerod","Orchidaceae","3"
"Micropholis guyanensis (A.DC.) Pierre","Sapotaceae","3"
"Mikania leiostachya Benth.","Asteraceae","3"
"Miltoniopsis vexillaria (Rchb.f.) God.-Leb.","Orchidaceae","3"
"Minquartia Aubl.","Coulaceae","3"
"Minthostachys mollis (Benth.) Griseb.","Lamiaceae","3"
"Mitreola L.","Loganiaceae","3"
"Mittenothamnium andicola (Hook.) Cardot","Hypnaceae","3"
"Momordica charantia subsp. charantia","Cucurbitaceae","3"
"Monnina densa Planch. & Linden ex Wedd.","Polygalaceae","3"
"Monnina subscandens Triana & Planch.","Polygalaceae","3"
"Monotagma K.Schum.","Marantaceae","3"
"Monstera lechleriana Schott","Araceae","3"
"Monstera planadensis Croat","Araceae","3"
"Monteverdia eggersii (Loes.) Biral","Celastraceae","3"
"Moranopteris truncicola (Klotzsch) R.Y.Hirai & J.Prado","Polypodiaceae","3"
"Morus nigra L.","Moraceae","3"
"Musa ensete J.F.Gmel.","Musaceae","3"
"Myrcianthes leucoxyla (Ortega) Mc Vaugh","Myrtaceae","3"
"Myroxylon peruiferum L.f.","Fabaceae","3"
"Myrrhinium atropurpureum Schott","Myrtaceae","3"
"Myrsine coriacea subsp. coriacea","Primulaceae","3"
"Myrtus L.","Myrtaceae","3"
"Nasa profundiserrata Weigend","Loasaceae","3"
"Nautilocalyx panamensis (Seem.) Seem.","Gesneriaceae","3"
"Nectandra obtusata Rohwer","Lauraceae","3"
"Neesioscyphus argillaceus (Nees) Grolle","Balantiopsidaceae","3"
"Nephrolepis pectinata (Willd.) Schott","Nephrolepidaceae","3"
"Nephrolepis rivularis (Vahl) Mett. ex Krug","Nephrolepidaceae","3"
"Neurolepis Meisn.","Poaceae","3"
"Niphogeton Schltdl.","Apiaceae","3"
"Noteroclada Taylor ex Hook. & Wilson","Noterocladaceae","3"
"Nymphaea L.","Nymphaeaceae","3"
"Nymphoides humboldtiana (Kunth) Kuntze","Menyanthaceae","3"
"Ochnaceae","Ochnaceae","3"
"Ocotea balanocarpa (Ruiz & Pav.) Mez","Lauraceae","3"
"Ocotea costulata (Nees) Mez","Lauraceae","3"
"Ocotea cuneata (Griseb.) M.Gómez","Lauraceae","3"
"Ocotea prunifolia Rusby","Lauraceae","3"
"Ocotea valerioana (Standl.) W.C.Burger","Lauraceae","3"
"Octomeria scirpoidea (Poepp. & Endl.) Rchb.f.","Orchidaceae","3"
"Odontadenia Benth.","Apocynaceae","3"
"Odontadenia macrantha (Roem. & Schult.) Markgr.","Apocynaceae","3"
"Odontoglossum luteopurpureum Lindl.","Orchidaceae","3"
"Odontonema Nees","Acanthaceae","3"
"Oedogonium Link ex Hirn, 1900","Oedogoniaceae","3"
"Oenocarpus Mart.","Arecaceae","3"
"Oleaceae","Oleaceae","3"
"Oncidium fuscatum Rchb.f.","Orchidaceae","3"
"Oncidium ornithorhynchum Kunth","Orchidaceae","3"
"Oplismenus hirtellus (L.) P.Beauv.","Poaceae","3"
"Oreopanax chrysoleucus Planch. & Linden ex Seem.","Araliaceae","3"
"Ormosia cuatrecasasii Rudd","Fabaceae","3"
"Ornithidium Salisb., 1812","Orchidaceae","3"
"Orthomene schomburgkii (Miers) Barneby & Krukoff","Menispermaceae","3"
"Orthostichella pentasticha (Brid.) W.R.Buck","Pterobryaceae","3"
"Oryctanthus florulentus (Rich.) Urb.","Loranthaceae","3"
"Oryctanthus grandis Kuijt","Loranthaceae","3"
"Oryctanthus guatemalensis (Standl.) Standl. & Steyerm.","Loranthaceae","3"
"Oryctanthus neurophyllus Kuijt","Loranthaceae","3"
"Oryza sativa L.","Poaceae","3"
"Otholobium mexicanum (L.f.) J.W.Grimes","Fabaceae","3"
"Ouratea castaneifolia (DC.) Engl.","Ochnaceae","3"
"Oxandra espintana (Spruce ex Benth.) Baill.","Annonaceae","3"
"Pachira subandina (Dugand) Fern.Alonso","Malvaceae","3"
"Pagamea guianensis Aubl.","Rubiaceae","3"
"Palhinhaea cernua (L.) Vasc. & Franco","Lycopodiaceae","3"
"Palicourea aschersonianoides (Wernham) Steyerm.","Rubiaceae","3"
"Palicourea crocea (Sw.) Schult.","Rubiaceae","3"
"Palicourea cyanantha Standl.","Rubiaceae","3"
"Palicourea myriantha Standl.","Rubiaceae","3"
"Palicourea pseudaxillaris C.M.Taylor","Rubiaceae","3"
"Palicourea vesciculifera (C.M.Taylor) C.M.Taylor","Rubiaceae","3"
"Panicum L.","Poaceae","3"
"Panicum trichoides Sw.","Poaceae","3"
"Panopsis Salisb. ex Knight","Proteaceae","3"
"Paradrymonia ciliosa (Mart.) Wiehler","Gesneriaceae","3"
"Paradrymonia gibbosa Wiehler","Gesneriaceae","3"
"Paragonia pyramidata (Rich.) Bureau","Bignoniaceae","3"
"Parkia nitida Miq.","Fabaceae","3"
"Parmentiera aculeata (Kunth) L.O.Williams","Bignoniaceae","3"
"Paspalum virgatum L.","Poaceae","3"
"Passiflora alata Curtis","Passifloraceae","3"
"Passiflora biflora Lam.","Passifloraceae","3"
"Passiflora foetida var. isthmia Killip","Passifloraceae","3"
"Passiflora menispermifolia Kunth","Passifloraceae","3"
"Passiflora punctata L.","Passifloraceae","3"
"Passiflora resticulata Mast. & André","Passifloraceae","3"
"Passiflora tribolophylla Harms","Passifloraceae","3"
"Paullinia alata (Ruiz & Pav.) Don","Sapindaceae","3"
"Paullinia rufescens Rich. ex Juss.","Sapindaceae","3"
"Pavonia paniculata var. corymbosa (Sw.) Gürke","Malvaceae","3"
"Pavonia pseudotyphalaea Planch. & Linden ex Triana & Planch.","Malvaceae","3"
"Pelazoneuron patens (Sw.) A.R.Sm. & S.E.Fawc.","Thelypteridaceae","3"
"Pennisetum polystachion (L.) Schult.","Poaceae","3"
"Pentacalia weinmannifolia (Cuatrec.) Cuatrec.","Asteraceae","3"
"Peperomia adscendens C.DC.","Piperaceae","3"
"Peperomia albert-smithii Trel. & Yunck.","Piperaceae","3"
"Peperomia cachabiana C.DC.","Piperaceae","3"
"Peperomia divaricata Yunck.","Piperaceae","3"
"Peperomia hernandiifolia (Vahl) A.Dietr.","Piperaceae","3"
"Peperomia heterophylla Miq.","Piperaceae","3"
"Peperomia maculosa (L.) Hook.","Piperaceae","3"
"Peperomia pennellii Trel. & Yunck.","Piperaceae","3"
"Peperomia reptilis C.DC.","Piperaceae","3"
"Peperomia riocaliensis Trel. & Yunck.","Piperaceae","3"
"Peperomia rupicola C.DC.","Piperaceae","3"
"Peperomia saligna Kunth","Piperaceae","3"
"Peperomia san-joseana C.DC.","Piperaceae","3"
"Peperomia serpens (Sw.) Loudon","Piperaceae","3"
"Peperomia silvivaga C.DC.","Piperaceae","3"
"Peperomia syringifolia C.DC.","Piperaceae","3"
"Peperomia tenuimarginata Trel. & Yunck.","Piperaceae","3"
"Peperomia venosa Yunck.","Piperaceae","3"
"Pera Mutis","Peraceae","3"
"Perebea castilloides Pittier","Moraceae","3"
"Pereskia aculeata Mill.","Cactaceae","3"
"Peristethium archeri (A.C.Sm.) Kuijt","Loranthaceae","3"
"Perrottetia Kunth","Dipentodontaceae","3"
"Perrottetia maxima Cuatrec.","Dipentodontaceae","3"
"Perrottetia quinduensis Kunth","Dipentodontaceae","3"
"Persea pyrifolia Nees & Mart.","Lauraceae","3"
"Phaius tankervilleae (Banks) Blume","Orchidaceae","3"
"Pharus lappulaceus Aubl.","Poaceae","3"
"Phenax uliginosus Wedd.","Urticaceae","3"
"Philodendron gloriosum André","Araceae","3"
"Philodendron ichthyoderma Croat & Grayum","Araceae","3"
"Philodendron lehmannii Engl.","Araceae","3"
"Philodendron squamicaule Croat & Grayum","Araceae","3"
"Philodendron straminicaule Croat","Araceae","3"
"Phoradendron berteroanum (DC.) Griseb.","Viscaceae","3"
"Phoradendron inaequidentatum Rusby","Viscaceae","3"
"Phyllanthus valleanus Croizat","Phyllanthaceae","3"
"Phytelephas macrocarpa Ruiz & Pav.","Arecaceae","3"
"Phytolacca americana L.","Phytolaccaceae","3"
"Picramnia corallodendron Tul.","Picramniaceae","3"
"Pilea filicina Killip","Urticaceae","3"
"Pilea seemannii Killip","Urticaceae","3"
"Pilosperma quadratum Cuatrec.","Clusiaceae","3"
"Pilotrichum bipinnatum (Schwägr.) Brid.","Pilotrichaceae","3"
"Pimenta racemosa (Mill.) J.W.Moore","Myrtaceae","3"
"Pinus L.","Pinaceae","3"
"Piper condotoense Trel. & Yunck.","Piperaceae","3"
"Piper cordilimbum C.DC.","Piperaceae","3"
"Piper debilicaule Trel. & Yunck.","Piperaceae","3"
"Piper diguaense Yunck.","Piperaceae","3"
"Piper foreroi A.H.Gentry","Piperaceae","3"
"Piper fuliginosum Sodiro","Piperaceae","3"
"Piper lenticellosum C.DC.","Piperaceae","3"
"Piper munchanum C.DC.","Piperaceae","3"
"Piper obovatilimbum C.DC.","Piperaceae","3"
"Piper septuplinervium (Miq.) C.DC.","Piperaceae","3"
"Piptocoma discolor (Kunth) Pruski","Asteraceae","3"
"Pitcairnia atrorubens (Beer) Baker","Bromeliaceae","3"
"Pitcairnia lepidopetalon L.B.Sm.","Bromeliaceae","3"
"Pitcairnia maidifolia (C.Morren) Decne. ex Planch.","Bromeliaceae","3"
"Pithecellobium barbourianum Standl.","Fabaceae","3"
"Plagiochila aerea Taylor","Plagiochilaceae","3"
"Plagiochila fuscolutea Taylor","Plagiochilaceae","3"
"Plagiochila hypnoides Willd. ex Lindenb.","Plagiochilaceae","3"
"Plagiochila macrifolia Taylor","Plagiochilaceae","3"
"Plagiochila superba (Nees ex Spreng.) Mont. & Nees","Plagiochilaceae","3"
"Platystele Schltr.","Orchidaceae","3"
"Pleopeltis bombycina (Maxon) A.R.Sm.","Polypodiaceae","3"
"Pleopeltis macrocarpa (Bory ex Willd.) Kaulf.","Polypodiaceae","3"
"Pleurothallis baudoensis Luer & R.Escobar","Orchidaceae","3"
"Pleurothallis cassidis Lindl.","Orchidaceae","3"
"Pleurothallis grandiflora Lindl.","Orchidaceae","3"
"Pleurothyrium marginale van der Werff","Lauraceae","3"
"Plukenetia lehmanniana (Pax & K.Hoffm.) Huft & Gillespie","Euphorbiaceae","3"
"Plukenetia volubilis L.","Euphorbiaceae","3"
"Plumbaginaceae","Plumbaginaceae","3"
"Podandrogyne colombiana Iltis & Cochrane","Cleomaceae","3"
"Pogonatum neglectum (Hampe) A.Jaeger","Polytrichaceae","3"
"Polyanthina nemorosa (Klatt) R.M.King & H.Rob.","Asteraceae","3"
"Polygala longicaulis Kunth","Polygalaceae","3"
"Polypodium percussum Cav.","Polypodiaceae","3"
"Polytrichadelphus aristatus (Hampe) Mitt.","Polytrichaceae","3"
"Polytrichastrum tenellum (Müll.Hal.) G.L.Sm.","Polytrichaceae","3"
"Porana paniculata Roxb.","Convolvulaceae","3"
"Porophyllum Adans.","Asteraceae","3"
"Posoqueria longiflora Aubl.","Rubiaceae","3"
"Pourouma Aubl.","Urticaceae","3"
"Pourouma cecropiifolia Mart.","Urticaceae","3"
"Pourouma hirsutipetiolata Mildbr.","Urticaceae","3"
"Pouteria cuspidata subsp. dura (Eyma) T.D.Penn.","Sapotaceae","3"
"Pouteria cuspidata subsp. robusta (Mart. & Eichler) T.D.Penn.","Sapotaceae","3"
"Pouteria torta subsp. gallifructa (Cronquist) T.D.Penn.","Sapotaceae","3"
"Prestonia cayennensis (A.DC.) Pichon","Apocynaceae","3"
"Prionolejeunea ampliretis Herzog","Lejeuneaceae","3"
"Prosthechea grammatoglossa (Rchb.f.) W.E.Higgins","Orchidaceae","3"
"Proteaceae","Proteaceae","3"
"Protium tenuifolium (Engl.) Engl.","Burseraceae","3"
"Prunus falcata Cuatrec.","Rosaceae","3"
"Prunus muris Cuatrec.","Rosaceae","3"
"Pseudoconnarus agelaefolius Cuatrec.","Connaraceae","3"
"Psidium cattleianum Afzel. ex Sabine","Myrtaceae","3"
"Psiguria Arn.","Cucurbitaceae","3"
"Psiguria triphylla (Miq.) C.Jeffrey","Cucurbitaceae","3"
"Psilochilus vallecaucanus Kolan. & Szlach.","Orchidaceae","3"
"Psychotria aubletiana Steyerm.","Rubiaceae","3"
"Psychotria caerulea Ruiz & Pav.","Rubiaceae","3"
"Psychotria cuspidata Bredem. ex Schult.","Rubiaceae","3"
"Psychotria daguensis Standl.","Rubiaceae","3"
"Psychotria humboldtiana (Cham.) Müll.Arg.","Rubiaceae","3"
"Psychotria hylocharis Standl.","Rubiaceae","3"
"Pterichis Lindl.","Orchidaceae","3"
"Pteridium caudatum (L.) Maxon","Dennstaedtiaceae","3"
"Pteris longipetiolulata Lellinger","Pteridaceae","3"
"Pteris quadriaurita Retz.","Pteridaceae","3"
"Pteris vittata L.","Pteridaceae","3"
"Pterocaulon virgatum (L.) DC.","Asteraceae","3"
"Quapoya peruviana var. occidentalis Cuatrec.","Clusiaceae","3"
"Quararibea foenigraeca Cuatrec.","Malvaceae","3"
"Quararibea hirta (Cuatrec.) Cuatrec.","Malvaceae","3"
"Quassia amara L.","Simaroubaceae","3"
"Racinaea tenuispica (André) M.A.Spencer & L.B.Sm.","Bromeliaceae","3"
"Ranunculus L.","Ranunculaceae","3"
"Rhamnus L.","Rhamnaceae","3"
"Rhamnus sphaerosperma var. polymorpha (Reissek) M.C.Johnst.","Rhamnaceae","3"
"Rhetinantha acuminata (Lindl.) M.A.Blanco","Orchidaceae","3"
"Rhodobryum beyrichianum (Hornsch.) Müll.Hal.","Bryaceae","3"
"Rhodobryum beyrichianum (Hornsch.) Paris","Bryaceae","3"
"Rhynchospora nervosa subsp. ciliata (G.Mey.) T.Koyama","Cyperaceae","3"
"Rhynchospora tenerrima Nees ex Spreng.","Cyperaceae","3"
"Rosaceae","Rosaceae","3"
"Roseodendron chryseum (S.F.Blake) Miranda","Bignoniaceae","3"
"Rosmarinus officinalis L.","Lamiaceae","3"
"Roucheria punctata (Ducke) Ducke","Linaceae","3"
"Roupala Aubl.","Proteaceae","3"
"Roupala montana var. montana","Proteaceae","3"
"Ruagea H.Karst.","Meliaceae","3"
"Rubus rosifolius Sm.","Rosaceae","3"
"Rudgea cornifolia (Kunth) Standl.","Rubiaceae","3"
"Ruellia Plum. ex L.","Acanthaceae","3"
"Rumex acetosella L.","Polygonaceae","3"
"Ruptiliocarpon caracolito Hammel & N.Zamora","Lepidobotryaceae","3"
"Ryania Vahl","Salicaceae","3"
"Rytidostylis trianae (Cogn.) Kuntze","Cucurbitaceae","3"
"Sabicea thyrsiflora L.Andersson","Rubiaceae","3"
"Sacoglottis Mart.","Humiriaceae","3"
"Salacia L.","Celastraceae","3"
"Salvia misella Kunth","Lamiaceae","3"
"Salvia splendens Sellow ex Schult.","Lamiaceae","3"
"Sanchezia macrocnemis (Nees) Wassh.","Acanthaceae","3"
"Sanicula L.","Apiaceae","3"
"Sapindales",NULL,"3"
"Sapium utile Preuss","Euphorbiaceae","3"
"Saracha Ruiz & Pav.","Solanaceae","3"
"Satureja nubigena (Kunth) Briq.","Lamiaceae","3"
"Scaphyglottis gentryi Dodson & Monsalve","Orchidaceae","3"
"Schefflera chococola Frodin","Araliaceae","3"
"Schefflera violacea Cuatrec.","Araliaceae","3"
"Schoenobiblus peruviana Standl.","Thymelaeaceae","3"
"Schradera cuatrecasasii Standl. ex Steyerm.","Rubiaceae","3"
"Schradera neeoides Standl. ex Steyerm.","Rubiaceae","3"
"Schwartzia colombiana de Roon & Bedell","Marcgraviaceae","3"
"Sciodaphyllum diguanum (Cuatrec.) Lowry, G.M.Plunkett & M.M.Mora","Araliaceae","3"
"Sciodaphyllum minutiflorum (Harms) Lowry, G.M.Plunkett & M.M.Mora","Araliaceae","3"
"Sechium edule (Jacq.) Sw.","Cucurbitaceae","3"
"Securidaca planchoniana Killip & Dugand","Polygalaceae","3"
"Selaginella kunzeana A.Braun","Selaginellaceae","3"
"Senna pendula var. indecora (Kunth) Luckow","Fabaceae","3"
"Senna sophera (L.) Roxb.","Fabaceae","3"
"Serjania atrolineata Wright","Sapindaceae","3"
"Serpocaulon sessilifolium (Desv.) A.R.Sm.","Polypodiaceae","3"
"Sessea lehmannii Bitter","Solanaceae","3"
"Setaria pumila (Poir.) Roem. & Schult.","Poaceae","3"
"SH0995523.09FU","Melastomataceae","3"
"SH1016977.09FU","Lepidoziaceae","3"
"SH1053104.09FU","Asteraceae","3"
"SH1266121.09FU","Fagaceae","3"
"Sida glabra Mill.","Malvaceae","3"
"Sida poeppigiana (Schum.) Fryxell","Malvaceae","3"
"Simsia fruticulosa (Spreng.) S.F.Blake","Asteraceae","3"
"Siparuna gesnerioides (Kunth) A.DC.","Siparunaceae","3"
"Siparuna guianensis Aubl.","Siparunaceae","3"
"Siphocampylus benthamianus Walp.","Campanulaceae","3"
"Siphocampylus pyriformis Zahlbr.","Campanulaceae","3"
"Sloanea latifolia (Rich.) K.Schum.","Elaeocarpaceae","3"
"Smallanthus riparius (Kunth) H.Rob.","Asteraceae","3"
"Smallanthus sonchifolius (Poepp. & Endl.) H.Rob.","Asteraceae","3"
"Smilacaceae","Smilacaceae","3"
"Smilax purhampuy Ruiz","Smilacaceae","3"
"Smilax spinosa Mill.","Smilacaceae","3"
"Solanum atropurpureum Schrank","Solanaceae","3"
"Solanum betaceum Cav.","Solanaceae","3"
"Solanum demissum Lindl.","Solanaceae","3"
"Solanum evolvulifolium Greenm.","Solanaceae","3"
"Solanum leptorhachis Bitter","Solanaceae","3"
"Solanum ochranthum Humb. & Bonpl. ex Dunal","Solanaceae","3"
"Solanum pseudocapsicum L.","Solanaceae","3"
"Solanum stenophyllum Humb. & Bonpl. ex Dunal","Solanaceae","3"
"Solanum torvum Buch.-Ham.","Solanaceae","3"
"Sorghum Moench","Poaceae","3"
"Sorocea sprucei subsp. sprucei","Moraceae","3"
"Specklinia Lindl.","Orchidaceae","3"
"Spermacoce alata Aubl.","Rubiaceae","3"
"Spermacoce exilis (L.O.Williams) C.D.Adams","Rubiaceae","3"
"Spermococe","Rubiaceae","3"
"Sphagnum L.","Sphagnaceae","3"
"Sphagnum subsecundum var. rufescens (Nees & Hornsch.) Huebener","Sphagnaceae","3"
"Spigelia killipii Ewan","Loganiaceae","3"
"Spondias mombin L.","Anacardiaceae","3"
"Sporobolus poiretii (Roem. & Schult.) Hitchc.","Poaceae","3"
"Stachytarpheta jamaicensis (L.) Vahl","Verbenaceae","3"
"Stelis concinna Lindl.","Orchidaceae","3"
"Stelis purpurea (Ruiz & Pav.) Willd.","Orchidaceae","3"
"Stemodia durantifolia (L.) Sw.","Plantaginaceae","3"
"Stenospermation flavum Croat & D.C.Bay","Araceae","3"
"Stenospermation weberbaueri Engl.","Araceae","3"
"Stephanopodium peruvianum Poepp. & Endl.","Dichapetalaceae","3"
"Sterculiaceae","Sterculiaceae","3"
"Sterigmapetalum Kuhlm.","Rhizophoraceae","3"
"Sticherus C.Presl","Gleicheniaceae","3"
"Stigeoclonium Kützing, 1843","Chaetophoraceae","3"
"Stigmaphyllon herbaceum Cuatrec.","Malpighiaceae","3"
"Stromanthe jacquinii (Roem. & Schult.) H.Kenn. & Nicolson","Marantaceae","3"
"Strongylodon macrobotrys A.Gray","Fabaceae","3"
"Struthanthus leptostachyus (Kunth) G.Don","Loranthaceae","3"
"Strychnos colombiensis Krukoff & Barneby","Loganiaceae","3"
"Strychnos guianensis (Aubl.) Mart.","Loganiaceae","3"
"Stylosanthes humilis Kunth","Fabaceae","3"
"Swartzia brachyrhachis var. colombiana R.S.Cowan","Fabaceae","3"
"Symplocos cundinamarcensis B.Stahl","Symplocaceae","3"
"Symplocos mucronata Bonpl.","Symplocaceae","3"
"Synedrella nodiflora (L.) Gaertn.","Asteraceae","3"
"Syrrhopodon Schwägr.","Calymperaceae","3"
"Tabebuia palustris Hemsl.","Bignoniaceae","3"
"Tabebuia roseoalba (Ridl.) Sandwith","Bignoniaceae","3"
"Tabernaemontana arborea Rose","Apocynaceae","3"
"Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.","Apocynaceae","3"
"Tabernaemontana grandiflora Jacq.","Apocynaceae","3"
"Tabernaemontana sananho Ruiz & Pav.","Apocynaceae","3"
"Tachigali colombiana Dwyer","Fabaceae","3"
"Tachigalia","Fabaceae","3"
"Tagetes L.","Asteraceae","3"
"Tagetes minuta L.","Asteraceae","3"
"Talinum Adans.","Talinaceae","3"
"Talinum triangulare (Jacq.) Willd.","Talinaceae","3"
"Talipariti tiliaceum (L.) Fryxell","Malvaceae","3"
"Talisia macrophylla (Mart.) Radlk.","Sapindaceae","3"
"Taraxacum campylodes G.E.Haglund","Asteraceae","3"
"Taraxacum officinale Weber ex F.H.Wigg.","Asteraceae","3"
